site,rep,distance ,station,transect,dist_stat,plant_no,pot_ no,counts_p1,counts_p2,counts_p3,counts_p4,counts_p5,mean_count_pot,SD_count_pot,mat,mah,minws,mws,maxws,mwd,precip,ptype,mdp,mrain
pbc,2,25 m,4,4,25m_4,5,24,3,3,1,1,4,2.4,1.341640786,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,5,5,25m_5,5,25,2,0,2,1,5,2,1.870828693,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,5,5,25m_5,5,26,4,3,1,NA,NA,2.666666667,1.527525232,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,6,6,25m_6,5,27,2,2,0,2,1,1.4,0.894427191,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,6,6,25m_6,5,28,4,5,1,3,2,3,1.58113883,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,7,7,25m_7,5,29,4,0,0,2,0,1.2,1.788854382,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,7,7,25m_7,5,30,0,2,0,1,0,0.6,0.894427191,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,8,8,25m_8,5,31,1,1,0,0,1,0.6,0.547722558,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,8,8,25m_8,5,32,1,0,2,0,1,0.8,0.836660027,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,9,9,25m_9,5,33,4,3,0,1,2,2,1.58113883,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,9,9,25m_9,5,34,1,1,0,0,0,0.4,0.547722558,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,10,10,25m_10,5,35,3,0,3,0,0,1.2,1.643167673,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,25 m,10,10,25m_10,5,36,0,0,4,0,0,0.8,1.788854382,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,1,1,50m_1,3,37,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,2,2,50m_2,3,38,0,0,3,NA,NA,1,1.732050808,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,3,3,50m_3,3,39,4,0,1,NA,NA,1.666666667,2.081665999,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,4,4,50m_4,3,40,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,5,5,50m_5,3,41,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,6,6,50m_6,3,42,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,7,7,50m_7,3,43,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,8,8,50m_8,3,44,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,9,9,50m_9,3,45,1,0,2,NA,NA,1,1,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,50 m,10,10,50m_10,3,46,1,1,1,NA,NA,1,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,1,1,75m_1,3,47,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,2,2,75m_2,3,48,1,0,0,NA,NA,0.333333333,0.577350269,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,3,3,75m_3,3,49,1,1,2,NA,NA,1.333333333,0.577350269,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,4,4,75m_4,3,50,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,5,5,75m_5,3,51,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,6,6,75m_6,3,52,2,1,0,NA,NA,1,1,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,7,7,75m_7,3,53,2,0,0,NA,NA,0.666666667,1.154700538,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,8,8,75m_8,3,54,1,0,0,NA,NA,0.333333333,0.577350269,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,9,9,75m_9,3,55,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,2,75 m,10,10,75m_10,3,56,0,0,0,NA,NA,0,0,12.25172414,76.64344828,1.030551724,2.233103448,3.744068966,272.802,10,simRain,7.656018214,0
pbc,3,0 m,1,1,0m_1,5,1,5,8,4,3,7,5.4,2.073644135,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,0 m,1,1,0m_1,5,2,8,7,4,5,3,5.4,2.073644135,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,0 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,2,4,0m_2,5,3,4,1,8,7,3,4.6,2.880972058,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,0 m,2,4,0m_2,5,4,4,3,11,9,5,6.4,3.435112807,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,0 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,3,7,0m_3,5,5,11,4,9,4,14,8.4,4.393176527,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,0 m,3,7,0m_3,5,6,3,4,7,5,7,5.2,1.788854382,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,0 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,0 m,4,10,0m_4,5,7,12,4,3,11,5,7,4.183300133,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,0 m,4,10,0m_4,5,8,4,5,1,1,0,2.2,2.167948339,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,1,1,10m_1,5,9,5,7,5,7,1,5,2.449489743,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,1,1,10m_1,5,10,3,2,3,3,0,2.2,1.303840481,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,2,4,10m_2,5,11,2,4,5,3,3,3.4,1.140175425,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,2,4,10m_2,5,12,3,1,1,2,0,1.4,1.140175425,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,3,7,10m_3,5,13,4,3,3,4,1,3,1.224744871,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,3,7,10m_3,5,14,0,2,2,1,1,1.2,0.836660027,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pbc,3,10 m,4,10,10m_4,5,15,2,1,1,1,0,1,0.707106781,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,10 m,4,10,10m_4,5,16,3,0,1,4,6,2.8,2.387467277,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,1,1,25m_1,5,17,4,3,0,1,2,2,1.58113883,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,1,1,25m_1,5,18,0,0,0,0,1,0.2,0.447213595,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,2,2,25m_2,5,19,2,4,1,0,2,1.8,1.483239697,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,2,2,25m_2,5,20,3,0,0,1,0,0.8,1.303840481,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,3,3,25m_3,5,21,2,0,0,0,1,0.6,0.894427191,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,3,3,25m_3,5,22,1,2,0,1,1,1,0.707106781,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,4,4,25m_4,5,23,1,0,1,0,0,0.4,0.547722558,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,4,4,25m_4,5,24,2,2,0,1,2,1.4,0.894427191,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,5,5,25m_5,5,25,0,4,0,0,0,0.8,1.788854382,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,5,5,25m_5,5,26,1,0,0,1,0,0.4,0.547722558,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,6,6,25m_6,5,27,0,1,3,2,0,1.2,1.303840481,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,6,6,25m_6,5,28,3,1,3,2,3,2.4,0.894427191,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,7,7,25m_7,5,29,2,0,3,3,0,1.6,1.516575089,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,7,7,25m_7,5,30,4,2,0,4,0,2,2,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,8,8,25m_8,5,31,0,3,0,2,0,1,1.414213562,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,8,8,25m_8,5,32,0,0,0,0,2,0.4,0.894427191,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,9,9,25m_9,5,33,0,1,0,0,0,0.2,0.447213595,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,9,9,25m_9,5,34,0,0,2,0,0,0.4,0.894427191,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,10,10,25m_10,5,35,0,0,0,0,0,0,0,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,25 m,10,10,25m_10,5,36,0,1,1,0,0,0.4,0.547722558,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,1,1,50m_1,3,37,0,3,1,NA,NA,1.333333333,1.527525232,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,2,2,50m_2,3,38,2,0,0,NA,NA,0.666666667,1.154700538,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,3,3,50m_3,3,39,0,0,0,NA,NA,0,0,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,4,4,50m_4,3,40,0,2,1,NA,NA,1,1,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,5,5,50m_5,3,41,0,2,2,NA,NA,1.333333333,1.154700538,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,6,6,50m_6,3,42,1,0,0,NA,NA,0.333333333,0.577350269,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,7,7,50m_7,3,43,1,2,0,NA,NA,1,1,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,8,8,50m_8,3,44,1,0,1,NA,NA,0.666666667,0.577350269,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,9,9,50m_9,3,45,1,2,0,NA,NA,1,1,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,50 m,10,10,50m_10,3,46,1,0,0,NA,NA,0.333333333,0.577350269,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,1,1,75m_1,3,47,0,0,0,NA,NA,0,0,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,2,2,75m_2,3,48,0,1,0,NA,NA,0.333333333,0.577350269,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,3,3,75m_3,3,49,0,0,0,NA,NA,0,0,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,4,4,75m_4,3,50,1,0,0,NA,NA,0.333333333,0.577350269,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,5,5,75m_5,3,51,0,0,2,NA,NA,0.666666667,1.154700538,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,6,6,75m_6,3,52,1,0,0,NA,NA,0.333333333,0.577350269,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,7,7,75m_7,3,53,0,0,0,NA,NA,0,0,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,8,8,75m_8,3,54,0,0,1,NA,NA,0.333333333,0.577350269,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,9,9,75m_9,3,55,0,0,0,NA,NA,0,0,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
pbc,3,75 m,10,10,75m_10,3,56,0,0,0,NA,NA,0,0,12.80206897,71.42068966,3.669310345,6.531586207,10.27055172,333.652613,10,simRain,7.428829634,0.004137931
Horsham SPA,1,0 m,1,1,0m_1,5,1,1,2,2,0,1,1.2,0.836660027,13.12979943,74.4469914,1.511088825,3.085386819,5.159885387,257.1079249,0.013180516,rain,8.089505407,0
